,City,Lat,Lon,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Vanavara,60.34,102.28,55.15,37,13,19.13,RU,<class 'datetime.date'>
294,Diffa,13.32,12.61,80.92,16,34,8.21,NE,<class 'datetime.date'>
295,Tucupita,9.06,-62.05,72.5,92,17,3.27,VE,<class 'datetime.date'>
296,Yushala,57.08,64.26,68.0,37,71,11.18,RU,<class 'datetime.date'>
297,Cururupu,-1.83,-44.87,74.89,95,100,3.04,BR,<class 'datetime.date'>
298,Itaituba,-4.28,-55.98,73.33,95,41,1.19,BR,<class 'datetime.date'>
299,Cayenne,4.93,-52.33,77.0,100,75,10.13,GF,<class 'datetime.date'>
300,Honiara,-9.43,159.95,89.6,70,20,14.99,SB,<class 'datetime.date'>
301,Mnogovershinnyy,53.94,139.92,49.71,54,0,2.71,RU,<class 'datetime.date'>
302,Departamento de Maldonado,-34.67,-54.92,54.97,87,0,3.36,UY,<class 'datetime.date'>
303,Florø,61.6,5.03,33.8,86,98,14.99,NO,<class 'datetime.date'>
304,Andros Town,24.7,-77.77,78.8,74,75,10.29,BS,<class 'datetime.date'>
305,Zhuhai,22.28,113.57,87.66,79,40,13.87,CN,<class 'datetime.date'>
306,Orlik,52.52,99.83,51.06,43,89,4.97,RU,<class 'datetime.date'>
307,Sasaram,24.95,84.01,100.51,14,0,7.96,IN,<class 'datetime.date'>
308,Rāwah,34.48,41.91,69.22,44,0,21.59,IQ,<class 'datetime.date'>
309,Castro,-24.79,-50.01,49.39,90,0,3.87,BR,<class 'datetime.date'>
310,Vardø,70.37,31.11,33.21,94,100,13.35,NO,<class 'datetime.date'>
311,Isangel,-19.55,169.27,78.8,69,75,5.82,VU,<class 'datetime.date'>
312,Tuatapere,-46.13,167.68,61.25,67,94,6.38,NZ,<class 'datetime.date'>
313,Mezen',65.85,44.24,42.85,81,10,7.81,RU,<class 'datetime.date'>
314,Upernavik,72.79,-56.15,15.67,94,100,9.66,GL,<class 'datetime.date'>
315,Woodbridge,40.56,-74.28,39.99,41,1,10.29,US,<class 'datetime.date'>
316,Lékoni,-1.58,14.26,73.29,88,100,6.93,GA,<class 'datetime.date'>
317,Bengkulu,-3.8,102.27,85.77,64,48,4.25,ID,<class 'datetime.date'>
318,Nānākuli,21.39,-158.15,78.44,61,40,13.87,US,<class 'datetime.date'>
319,Sarh,9.14,18.39,84.2,66,86,3.96,TD,<class 'datetime.date'>
320,Aklavik,68.22,-135.01,44.6,52,40,6.93,CA,<class 'datetime.date'>
321,Cerfontaine,50.17,4.41,56.48,100,100,4.7,BE,<class 'datetime.date'>
322,Bathsheba,13.22,-59.52,80.6,69,40,18.34,BB,<class 'datetime.date'>
323,General Pico,-35.66,-63.76,52.48,76,0,6.31,AR,<class 'datetime.date'>
324,Abancay,-13.63,-72.88,58.05,71,100,0.6,PE,<class 'datetime.date'>
325,Natitingou,10.3,1.38,78.8,78,26,2.24,BJ,<class 'datetime.date'>
326,São Filipe,14.9,-24.5,73.04,76,100,10.85,CV,<class 'datetime.date'>
327,Nizwá,22.93,57.53,92.77,13,8,3.22,OM,<class 'datetime.date'>
328,Lashio,22.93,97.75,96.51,22,0,2.28,MM,<class 'datetime.date'>
329,Kruisfontein,-34.0,24.73,62.73,37,0,7.94,ZA,<class 'datetime.date'>
330,Tevaitoa,-16.78,-151.5,81.86,80,24,17.43,PF,<class 'datetime.date'>
331,Bambanglipuro,-7.95,110.28,87.71,64,27,3.94,ID,<class 'datetime.date'>
332,Saldanha,-33.01,17.94,53.6,76,0,1.12,ZA,<class 'datetime.date'>
333,Walker,30.73,-95.57,57.87,77,1,4.81,US,<class 'datetime.date'>
334,Tārānagar,28.67,75.04,100.47,15,20,15.7,IN,<class 'datetime.date'>
335,Ibb,13.97,44.18,67.6,41,28,4.54,YE,<class 'datetime.date'>
336,Luganville,-15.53,167.17,82.4,65,40,11.41,VU,<class 'datetime.date'>
337,Maragogi,-9.01,-35.22,75.56,83,67,2.62,BR,<class 'datetime.date'>
338,Oussouye,12.48,-16.55,72.52,94,75,4.7,SN,<class 'datetime.date'>
339,Weyburn,49.67,-103.85,34.0,61,47,4.0,CA,<class 'datetime.date'>
340,Apodi,-5.66,-37.8,74.95,86,85,8.01,BR,<class 'datetime.date'>
341,Belyye Berega,53.21,34.66,46.4,70,100,8.95,RU,<class 'datetime.date'>
342,Mount Gambier,-37.83,140.77,57.2,71,75,14.99,AU,<class 'datetime.date'>
343,Nikolskiy,60.92,34.06,41.52,74,38,3.09,RU,<class 'datetime.date'>
344,Vao,-22.67,167.48,72.57,65,92,9.44,NC,<class 'datetime.date'>
345,Ahtopol,42.1,27.95,52.86,87,2,4.7,BG,<class 'datetime.date'>
346,Sinnamary,5.38,-52.95,78.06,88,56,11.3,GF,<class 'datetime.date'>
347,Mar del Plata,-38.0,-57.56,51.62,93,0,3.36,AR,<class 'datetime.date'>
348,Longyearbyen,78.22,15.64,15.8,66,40,6.93,SJ,<class 'datetime.date'>
349,Karachi,24.91,67.08,86.0,70,75,13.87,PK,<class 'datetime.date'>
350,Narsaq,60.92,-46.05,53.6,25,1,18.34,GL,<class 'datetime.date'>
351,Lockhart,28.62,-81.44,68.79,83,100,9.66,US,<class 'datetime.date'>
352,Klaksvík,62.23,-6.59,32.0,85,100,23.04,FO,<class 'datetime.date'>
353,Kurduvādi,18.08,75.43,93.49,24,0,8.21,IN,<class 'datetime.date'>
354,Avera,33.19,-82.53,48.65,81,1,3.36,US,<class 'datetime.date'>
355,Hong Kong,22.29,114.16,89.53,62,20,11.41,HK,<class 'datetime.date'>
356,Severnyy,50.68,36.55,46.4,87,100,8.95,RU,<class 'datetime.date'>
357,Smidovich,48.6,133.82,52.81,74,100,9.1,RU,<class 'datetime.date'>
358,Ladispoli,41.95,12.07,59.14,93,100,2.24,IT,<class 'datetime.date'>
359,Vershino-Shakhtaminskiy,51.3,117.89,47.43,44,38,13.13,RU,<class 'datetime.date'>
360,Waingapu,-9.66,120.26,84.96,66,4,15.03,ID,<class 'datetime.date'>
361,Severo-Yeniseyskiy,60.37,93.04,56.84,50,1,8.46,RU,<class 'datetime.date'>
362,Matagami,49.75,-77.63,26.6,92,90,11.41,CA,<class 'datetime.date'>
363,Jacareacanga,-6.22,-57.75,74.57,96,100,0.51,BR,<class 'datetime.date'>
364,Broome,42.25,-75.83,31.32,97,90,9.17,US,<class 'datetime.date'>
365,Pitimbu,-7.47,-34.81,73.4,94,5,4.7,BR,<class 'datetime.date'>
366,Ayamé,5.61,-3.16,76.24,96,28,2.57,CI,<class 'datetime.date'>
367,Nokaneng,-19.67,22.27,57.76,61,0,7.78,BW,<class 'datetime.date'>
368,Griffith,41.53,-87.42,48.67,52,1,11.43,US,<class 'datetime.date'>
369,Santa Maria da Vitória,-13.39,-44.19,66.09,79,73,4.92,BR,<class 'datetime.date'>
370,Altay,47.87,88.12,63.43,26,0,5.93,CN,<class 'datetime.date'>
371,Palaia Fokaia,37.72,23.95,56.59,87,0,2.24,GR,<class 'datetime.date'>
372,Pareora,-44.49,171.21,53.01,83,82,8.61,NZ,<class 'datetime.date'>
373,Twentynine Palms,34.14,-116.05,82.9,21,1,19.46,US,<class 'datetime.date'>
374,Rundu,-17.93,19.77,57.96,45,79,7.45,NA,<class 'datetime.date'>
375,Burlington,39.88,-74.64,40.26,44,1,10.29,US,<class 'datetime.date'>
376,Basco,20.45,121.97,84.04,72,52,7.54,PH,<class 'datetime.date'>
377,Motomiya,37.52,140.4,64.74,100,75,9.17,JP,<class 'datetime.date'>
378,Zuwārah,32.93,12.08,78.4,34,100,11.12,LY,<class 'datetime.date'>
379,Lorengau,-2.02,147.27,86.9,69,3,10.11,PG,<class 'datetime.date'>
380,Lyubim,58.36,40.68,50.04,76,99,9.55,RU,<class 'datetime.date'>
381,Marsh Harbour,26.54,-77.06,77.23,75,100,11.63,BS,<class 'datetime.date'>
382,Atambua,-9.11,124.89,83.28,59,22,2.53,ID,<class 'datetime.date'>
383,Wyndham,37.7,-77.61,37.09,64,1,3.53,US,<class 'datetime.date'>
384,Kangalassy,62.35,129.96,41.0,41,58,4.47,RU,<class 'datetime.date'>
385,Erice,38.04,12.59,62.6,82,100,4.7,IT,<class 'datetime.date'>
386,Shizunai-furukawachō,42.33,142.37,52.5,87,100,13.2,JP,<class 'datetime.date'>
387,Saint-Pierre,-21.34,55.48,69.48,83,75,11.41,RE,<class 'datetime.date'>
388,Mackay,-21.15,149.2,80.89,65,0,9.17,AU,<class 'datetime.date'>
389,Lamar,33.67,-95.58,54.39,71,1,4.7,US,<class 'datetime.date'>
390,Mahon,39.89,4.27,62.6,100,40,12.75,ES,<class 'datetime.date'>
391,Mareeba,-17.0,145.43,78.26,55,57,7.0,AU,<class 'datetime.date'>
392,Tokmak,47.25,35.71,49.93,74,17,6.08,UA,<class 'datetime.date'>
393,Belmonte,-15.86,-38.88,68.0,88,75,6.93,BR,<class 'datetime.date'>
394,Maltahöhe,-24.83,16.98,56.28,38,0,5.48,NA,<class 'datetime.date'>
395,Tadine,-21.55,167.88,74.16,69,20,12.19,NC,<class 'datetime.date'>
396,Karratha,-20.74,116.85,89.08,19,86,20.78,AU,<class 'datetime.date'>
397,Amapá,1.0,-52.0,72.55,98,78,2.04,BR,<class 'datetime.date'>
398,Marzuq,14.4,46.47,79.75,18,71,2.84,YE,<class 'datetime.date'>
399,Lancaster,40.25,-76.25,34.84,59,1,6.93,US,<class 'datetime.date'>
400,Saint-Leu,-21.15,55.28,68.68,83,75,11.41,RE,<class 'datetime.date'>
401,Arlit,18.74,7.39,81.52,13,0,7.4,NE,<class 'datetime.date'>
402,Djibouti,11.5,42.5,87.8,74,1,9.98,DJ,<class 'datetime.date'>
403,Pangody,65.85,74.49,34.88,87,95,11.3,RU,<class 'datetime.date'>
404,Hohhot,40.81,111.65,55.4,22,20,17.9,CN,<class 'datetime.date'>
405,Paignton,50.44,-3.57,51.44,9,99,7.7,GB,<class 'datetime.date'>
406,Matamoros,25.53,-103.25,75.0,45,0,3.0,MX,<class 'datetime.date'>
407,Zhezkazgan,47.8,67.71,59.0,100,90,4.47,KZ,<class 'datetime.date'>
408,Pineville,31.32,-92.43,58.84,67,90,6.93,US,<class 'datetime.date'>
409,Jaumave,23.42,-99.38,73.99,59,74,5.01,MX,<class 'datetime.date'>
410,Ola,59.58,151.28,44.69,57,99,17.47,RU,<class 'datetime.date'>
411,Pocatello,42.87,-112.45,53.82,37,1,5.82,US,<class 'datetime.date'>
412,Novi Bečej,45.6,20.14,55.0,76,6,2.39,RS,<class 'datetime.date'>
413,Lingao,19.91,109.69,92.35,57,18,6.62,CN,<class 'datetime.date'>
414,Grand-Lahou,5.14,-5.02,80.2,88,95,10.22,CI,<class 'datetime.date'>
415,Tarsus,36.92,34.88,62.65,88,20,3.36,TR,<class 'datetime.date'>
416,Laas,46.62,10.7,50.16,100,75,6.93,IT,<class 'datetime.date'>
417,Yenagoa,4.92,6.26,77.63,93,100,2.68,NG,<class 'datetime.date'>
418,Iwaki,37.05,140.88,67.14,83,59,1.01,JP,<class 'datetime.date'>
419,Atar,20.52,-13.05,81.23,15,75,10.87,MR,<class 'datetime.date'>
420,Togul,53.47,85.91,70.52,31,0,9.69,RU,<class 'datetime.date'>
421,Acaraú,-2.89,-40.12,76.15,85,43,4.63,BR,<class 'datetime.date'>
422,Buraidah,26.33,43.98,77.0,41,20,19.46,SA,<class 'datetime.date'>
423,Oktyabr'skoye,43.06,44.74,48.09,100,100,2.24,RU,<class 'datetime.date'>
424,Llanelli,51.68,-4.16,56.53,82,93,5.82,GB,<class 'datetime.date'>
425,Oodweyne,9.41,45.06,74.57,63,77,4.14,SO,<class 'datetime.date'>
426,Alice Springs,-23.7,133.88,64.4,25,0,16.11,AU,<class 'datetime.date'>
427,Verkhnyaya Inta,65.98,60.31,41.9,94,100,6.38,RU,<class 'datetime.date'>
428,Sokodé,8.98,1.13,73.62,91,86,2.53,TG,<class 'datetime.date'>
429,Kidal,18.44,1.41,76.91,16,0,0.54,ML,<class 'datetime.date'>
430,Moramanga,-18.93,48.2,60.66,91,91,4.83,MG,<class 'datetime.date'>
431,Tokur,53.13,132.9,54.21,55,87,11.01,RU,<class 'datetime.date'>
432,Derzhavīnsk,51.1,66.32,69.6,57,91,10.51,KZ,<class 'datetime.date'>
433,Tarakan,3.3,117.63,83.53,76,97,1.21,ID,<class 'datetime.date'>
434,Carballo,43.21,-8.69,53.26,88,57,3.74,ES,<class 'datetime.date'>
435,Kushima,31.46,131.23,74.25,88,90,12.75,JP,<class 'datetime.date'>
436,Zliten,32.47,14.57,68.95,48,74,14.9,LY,<class 'datetime.date'>
437,Umluj,25.02,37.27,74.91,34,100,10.63,SA,<class 'datetime.date'>
438,Black River,18.03,-77.85,82.47,70,20,4.7,JM,<class 'datetime.date'>
439,Pangoa,-12.12,-73.0,66.04,85,92,2.15,PE,<class 'datetime.date'>
440,Gimli,50.63,-96.99,39.29,50,87,11.99,CA,<class 'datetime.date'>
441,Ust-Tsilma,65.44,52.15,48.79,73,1,3.83,RU,<class 'datetime.date'>
442,Smolenka,52.14,113.5,55.4,28,40,20.13,RU,<class 'datetime.date'>
443,Kitui,-1.37,38.01,64.87,92,93,3.27,KE,<class 'datetime.date'>
444,Aberdeen,57.14,-2.1,35.4,93,40,12.75,GB,<class 'datetime.date'>
445,Bongor,10.28,15.37,83.48,57,47,7.36,TD,<class 'datetime.date'>
446,Quang Ngai,15.12,108.8,94.93,49,91,9.95,VN,<class 'datetime.date'>
447,Panjāb,34.39,67.02,53.31,47,0,2.19,AF,<class 'datetime.date'>
448,Nova Londrina,-22.77,-52.98,60.78,87,0,9.64,BR,<class 'datetime.date'>
449,Bambous Virieux,-20.34,57.76,75.56,73,40,13.87,MU,<class 'datetime.date'>
450,Westport,41.14,-73.36,35.6,64,1,9.17,US,<class 'datetime.date'>
451,Sibolga,1.74,98.78,88.16,59,98,3.67,ID,<class 'datetime.date'>
452,Cairns,-16.92,145.77,83.59,48,75,13.87,AU,<class 'datetime.date'>
453,Kirakira,-10.45,161.92,84.22,73,56,10.6,SB,<class 'datetime.date'>
454,Nandu,22.85,110.82,89.78,66,87,3.49,CN,<class 'datetime.date'>
455,Waterford,42.7,-83.4,42.46,53,52,7.0,US,<class 'datetime.date'>
456,Noumea,-22.28,166.46,77.63,69,65,4.7,NC,<class 'datetime.date'>
457,Kamenka,51.32,42.77,47.5,91,0,8.99,RU,<class 'datetime.date'>
458,Lagoa,39.05,-27.98,59.11,71,46,28.14,PT,<class 'datetime.date'>
459,Poconé,-16.26,-56.62,67.86,87,0,3.62,BR,<class 'datetime.date'>
460,Mitú,1.2,-70.17,71.94,98,100,2.13,CO,<class 'datetime.date'>
461,Henties Bay,-22.12,14.28,69.08,45,0,2.28,NA,<class 'datetime.date'>
462,Semey,50.41,80.23,69.8,35,7,6.71,KZ,<class 'datetime.date'>
463,Fort Nelson,58.81,-122.7,46.4,42,20,9.17,CA,<class 'datetime.date'>
464,Vengerovo,55.68,76.75,72.91,40,0,8.28,RU,<class 'datetime.date'>
465,Imatra,61.17,28.75,37.78,77,6,4.7,FI,<class 'datetime.date'>
466,Jardim,-21.48,-56.14,60.12,65,0,4.41,BR,<class 'datetime.date'>
467,Moratuwa,6.77,79.88,86.0,84,20,2.24,LK,<class 'datetime.date'>
468,Tshikapa,-6.42,20.8,71.29,84,100,2.17,CD,<class 'datetime.date'>
469,Gizo Government Station,-8.1,156.84,84.42,79,72,12.08,SB,<class 'datetime.date'>
470,Vitim,59.45,112.56,43.57,91,100,7.85,RU,<class 'datetime.date'>
471,Carlyle,38.61,-89.37,51.71,64,87,1.01,US,<class 'datetime.date'>
472,Manokwari,-0.87,134.08,85.51,74,88,6.35,ID,<class 'datetime.date'>
473,Āsasa,7.1,39.2,55.8,81,76,2.39,ET,<class 'datetime.date'>
474,Ile-Ife,7.47,4.57,75.87,99,100,0.65,NG,<class 'datetime.date'>
475,Ust'-Omchug,61.15,149.63,31.98,94,100,11.41,RU,<class 'datetime.date'>
476,Ruidoso,33.33,-105.67,61.92,25,1,12.75,US,<class 'datetime.date'>
477,Winslow,35.02,-110.7,75.2,22,1,4.7,US,<class 'datetime.date'>
478,Kankan,10.39,-9.31,77.27,79,100,8.77,GN,<class 'datetime.date'>
479,Prado,-17.34,-39.22,68.85,86,26,9.6,BR,<class 'datetime.date'>
480,Mildura,-34.2,142.15,57.58,54,40,6.93,AU,<class 'datetime.date'>
481,Nyeri,-0.42,36.95,60.26,91,98,4.25,KE,<class 'datetime.date'>
482,Klamath Falls,42.22,-121.78,63.45,42,1,8.05,US,<class 'datetime.date'>
483,Soligalich,59.08,42.29,49.21,79,98,8.75,RU,<class 'datetime.date'>
484,Khovu-Aksy,51.13,93.6,57.81,32,0,1.79,RU,<class 'datetime.date'>
485,Mizdah,31.45,12.98,71.26,30,71,4.85,LY,<class 'datetime.date'>
486,Banjar,-8.19,114.97,84.2,89,40,11.41,ID,<class 'datetime.date'>
487,Wajima,37.4,136.9,73.4,73,75,16.11,JP,<class 'datetime.date'>
488,Llandrindod Wells,52.24,-3.38,48.63,88,97,4.9,GB,<class 'datetime.date'>
489,Liuzhou,24.31,109.39,85.8,66,85,8.59,CN,<class 'datetime.date'>
490,Chapais,49.78,-74.85,24.8,79,90,6.93,CA,<class 'datetime.date'>
491,Esmeralda,21.85,-78.12,77.13,88,87,4.83,CU,<class 'datetime.date'>
492,Buncrana,55.13,-7.45,44.31,80,98,10.6,IE,<class 'datetime.date'>
493,Zhuanghe,39.7,122.99,74.55,37,0,13.15,CN,<class 'datetime.date'>
494,Ossora,59.24,163.07,35.92,92,100,7.23,RU,<class 'datetime.date'>
495,Samarai,-10.62,150.67,81.05,81,88,13.89,PG,<class 'datetime.date'>
496,North Bend,43.41,-124.22,55.67,93,90,5.82,US,<class 'datetime.date'>
497,Letlhakane,-21.42,25.58,53.73,85,0,10.04,BW,<class 'datetime.date'>
498,Meadow Lake,34.8,-106.54,69.37,11,75,3.36,US,<class 'datetime.date'>
499,Whitehorse,60.72,-135.05,64.6,24,20,8.05,CA,<class 'datetime.date'>
500,Houma,29.6,-90.72,60.73,72,1,4.47,US,<class 'datetime.date'>
501,Suleja,9.18,7.18,73.71,87,100,3.15,NG,<class 'datetime.date'>
502,Recco,44.36,9.14,60.62,64,100,4.92,IT,<class 'datetime.date'>
503,San Cristobal,7.77,-72.22,66.42,88,97,3.4,VE,<class 'datetime.date'>
504,Hamilton,39.18,-84.53,40.24,86,1,2.93,US,<class 'datetime.date'>
505,Apricena,41.78,15.44,58.03,100,75,5.82,IT,<class 'datetime.date'>
506,Ryōtsu-minato,38.08,138.43,69.8,77,75,2.24,JP,<class 'datetime.date'>
507,Ugra,54.78,34.33,48.0,76,79,4.65,RU,<class 'datetime.date'>
508,Dhidhdhoo,6.88,73.1,83.71,76,100,5.75,MV,<class 'datetime.date'>
509,Bousso,10.48,16.71,83.07,61,21,3.06,TD,<class 'datetime.date'>
510,Tupik,54.43,119.93,48.96,45,86,12.84,RU,<class 'datetime.date'>
511,Quatre Cocos,-20.21,57.76,75.61,73,40,13.87,MU,<class 'datetime.date'>
512,Karpogory,64.0,44.45,46.74,70,39,4.61,RU,<class 'datetime.date'>
513,Flic en Flac,-20.27,57.36,75.61,73,40,13.87,MU,<class 'datetime.date'>
514,Tomatlán,19.93,-105.25,73.44,75,0,1.66,MX,<class 'datetime.date'>
515,Poção de Pedras,-4.67,-44.85,73.4,92,84,1.3,BR,<class 'datetime.date'>
516,Guerrero Negro,27.98,-114.06,65.5,80,0,14.9,MX,<class 'datetime.date'>
517,Tongchuanshi,35.08,109.09,71.98,27,0,6.2,CN,<class 'datetime.date'>
518,Owando,-0.48,15.9,70.77,98,100,1.52,CG,<class 'datetime.date'>
519,Kununurra,-15.77,128.73,95.0,20,5,14.99,AU,<class 'datetime.date'>
520,Binga,-17.62,27.34,63.19,67,15,2.93,ZW,<class 'datetime.date'>
521,Clarksville,36.53,-87.36,46.8,81,1,1.83,US,<class 'datetime.date'>
522,Inírida,3.87,-67.92,73.98,93,98,1.97,CO,<class 'datetime.date'>
523,Guarapari,-20.67,-40.5,63.34,93,40,1.12,BR,<class 'datetime.date'>
524,Lethem,3.38,-59.8,78.71,72,24,9.98,GY,<class 'datetime.date'>
525,Poso,-1.4,120.75,89.71,54,98,2.13,ID,<class 'datetime.date'>
526,Eenhana,-17.47,16.33,66.07,43,90,5.93,NA,<class 'datetime.date'>
527,Salina Cruz,16.17,-95.2,83.91,70,99,3.58,MX,<class 'datetime.date'>
528,Boli,45.77,130.52,63.91,54,29,9.01,CN,<class 'datetime.date'>
529,Mazara del Vallo,37.66,12.59,61.16,82,100,4.7,IT,<class 'datetime.date'>
530,Port Lincoln,-34.73,135.87,61.66,53,2,9.57,AU,<class 'datetime.date'>
531,Shenjiamen,29.96,122.3,63.46,92,100,5.75,CN,<class 'datetime.date'>
532,Elko,41.0,-115.5,59.5,19,1,3.58,US,<class 'datetime.date'>
533,Geraldton,-28.77,114.6,80.6,21,74,10.29,AU,<class 'datetime.date'>
534,Sioux Falls,43.55,-96.7,38.08,80,90,25.28,US,<class 'datetime.date'>
535,Egvekinot,66.32,-179.17,32.58,100,100,17.38,RU,<class 'datetime.date'>
536,Baltiysk,54.65,19.91,35.6,93,1,2.24,RU,<class 'datetime.date'>
537,Ostroh,50.33,26.51,44.6,87,48,4.47,UA,<class 'datetime.date'>
538,Muros,42.78,-9.06,54.0,92,17,3.0,ES,<class 'datetime.date'>
539,Tangermünde,52.54,11.98,50.22,68,6,1.01,DE,<class 'datetime.date'>
540,Khromtau,50.25,58.43,61.5,68,73,14.0,KZ,<class 'datetime.date'>
541,Tsiroanomandidy,-18.77,46.03,64.81,87,98,2.46,MG,<class 'datetime.date'>
542,Rosa,45.93,12.87,58.5,71,100,2.1,IT,<class 'datetime.date'>
543,Mindelo,16.89,-24.98,73.4,69,90,26.4,CV,<class 'datetime.date'>
544,Yar-Sale,66.83,70.83,33.93,97,100,7.83,RU,<class 'datetime.date'>
545,Zabid,14.2,43.32,88.84,46,69,8.79,YE,<class 'datetime.date'>
546,Lubango,-14.92,13.49,56.16,57,100,2.71,AO,<class 'datetime.date'>
547,Alberton,46.82,-64.07,32.0,61,100,27.74,CA,<class 'datetime.date'>
548,Mehamn,71.04,27.85,30.13,90,72,9.33,NO,<class 'datetime.date'>
549,La Palma,33.85,-118.05,64.99,72,1,5.82,US,<class 'datetime.date'>
550,Mananara,-16.17,49.77,71.69,87,35,5.23,MG,<class 'datetime.date'>
551,Kiunga,-6.12,141.29,85.23,79,92,3.06,PG,<class 'datetime.date'>
552,Tambovka,50.1,128.05,57.2,50,40,17.9,RU,<class 'datetime.date'>
553,Mâncio Lima,-7.61,-72.9,70.38,79,57,0.49,BR,<class 'datetime.date'>
554,Berdigestyakh,62.1,126.7,44.56,52,0,3.36,RU,<class 'datetime.date'>
555,Meadville,41.64,-80.15,40.28,48,90,8.05,US,<class 'datetime.date'>
556,Aktas,49.78,72.96,66.2,39,100,6.71,KZ,<class 'datetime.date'>
557,Taunggyi,20.78,97.03,89.47,30,0,2.62,MM,<class 'datetime.date'>
558,Zyryanovsk,49.74,84.27,71.96,32,0,0.36,KZ,<class 'datetime.date'>
559,Penzance,50.12,-5.54,55.33,71,36,6.93,GB,<class 'datetime.date'>
560,Chennai,13.09,80.28,88.52,74,40,5.82,IN,<class 'datetime.date'>
561,Talara,-4.58,-81.27,72.95,78,21,16.22,PE,<class 'datetime.date'>
562,Curup,-3.47,102.53,84.4,57,46,4.09,ID,<class 'datetime.date'>
563,Manyana,-23.4,21.72,54.66,60,0,7.7,BW,<class 'datetime.date'>
564,Shaoyang,27.23,111.45,71.02,72,77,5.01,CN,<class 'datetime.date'>
565,Ojinaga,29.57,-104.42,78.15,18,1,12.75,MX,<class 'datetime.date'>
566,Stephenville,32.22,-98.2,58.68,63,1,5.82,US,<class 'datetime.date'>
567,Shirokiy,49.76,129.52,68.27,37,0,9.53,RU,<class 'datetime.date'>
568,Athabasca,54.72,-113.29,39.15,74,99,6.11,CA,<class 'datetime.date'>
569,Nanortalik,60.14,-45.24,39.45,71,12,18.84,GL,<class 'datetime.date'>
570,Bahía Solano,6.23,-77.4,80.6,83,100,1.34,CO,<class 'datetime.date'>
571,Esim,4.87,-2.24,80.33,89,99,7.29,GH,<class 'datetime.date'>
572,Ilabaya,-17.42,-70.51,66.61,54,66,0.74,PE,<class 'datetime.date'>
573,Uberaba,-19.75,-47.93,60.37,76,0,10.4,BR,<class 'datetime.date'>
574,Vostok,46.49,135.88,45.39,93,100,3.96,RU,<class 'datetime.date'>
575,Zabaykal'sk,49.63,117.32,53.6,34,0,22.28,RU,<class 'datetime.date'>
576,Calama,-22.47,-68.93,50.0,19,12,12.75,CL,<class 'datetime.date'>
577,Malindi,-3.22,40.12,78.91,82,100,20.02,KE,<class 'datetime.date'>
578,Provost,52.35,-110.27,40.46,71,89,4.34,CA,<class 'datetime.date'>
579,Kamari,36.8,25.82,62.6,44,0,1.01,GR,<class 'datetime.date'>
580,Antofagasta,-23.65,-70.4,60.8,77,90,3.36,CL,<class 'datetime.date'>
581,Barkhan,29.9,69.53,88.97,15,0,8.88,PK,<class 'datetime.date'>
582,Riyadh,24.69,46.72,82.4,32,100,11.41,SA,<class 'datetime.date'>
583,Victoria Point,-27.58,153.3,78.6,57,93,4.56,AU,<class 'datetime.date'>
584,Kousséri,12.08,15.03,80.6,61,8,3.36,CM,<class 'datetime.date'>
585,Hare Bay,48.85,-54.01,47.21,100,90,19.46,CA,<class 'datetime.date'>
586,Leh,34.17,77.58,44.04,54,49,3.38,IN,<class 'datetime.date'>
587,Palmer,42.16,-72.33,33.53,51,1,12.75,US,<class 'datetime.date'>
588,Gelemso,8.82,40.52,63.18,87,70,3.44,ET,<class 'datetime.date'>
